Date	Author ID	Frequency
2018-01-15	427100923	1
2018-01-15	124880471	1
2018-01-15	41308137	1
2018-01-15	44488467	1
2018-01-15	802204614875488256	1
2018-01-15	89346210	1
2018-01-15	96055024	1
2018-01-15	2796831837	1
2018-01-15	2477339205	1
2018-01-15	2441286186	1
2018-01-15	959349781	1
2018-01-15	14513772	1
2018-01-15	500302501	1
2018-01-15	944722030976557056	1
2018-01-15	954161442	1
2018-01-15	106327834	1
2018-01-15	4818811983	1
2018-01-15	191787477	1
2018-01-15	9543992	1
2018-01-15	735562030636240898	1
2018-01-15	3663511459	1
2018-01-15	1567055767	1
2018-01-15	2475548502	1
2018-01-15	391158536	1
2018-01-15	18309456	1
2018-01-15	2996367836	1
2018-01-15	165892035	1
2018-01-15	971238133	1
2018-01-15	937071942372380672	1
2018-01-15	1466329350	1
2018-01-15	3104087996	1
2018-01-15	2780811436	1
2018-01-15	22822672	1
2018-01-15	3178092160	1
2018-01-15	766381191993884672	1
2018-01-15	148692121	1
2018-01-15	180962188	1
2018-01-15	90520177	1
2018-01-15	242030522	1
2018-01-15	4430037321	1
2018-01-15	539541405	1
2018-01-15	1446853159	1
2018-01-15	888066350689726464	1
2018-01-15	493879959	1
2018-01-15	2475138593	1
2018-01-15	46689878	1
2018-01-15	833115435033726976	1
2018-01-15	2554509414	1
2018-01-15	928838916	1
2018-01-15	923643522	1
2018-01-15	2411227766	1
2018-01-15	344120967	1
2018-01-15	2715100303	1
2018-01-15	14764149	1
2018-01-15	2836785627	1
2018-01-15	2339775262	1
2018-01-15	419239687	1
2018-01-15	591696104	1
2018-01-15	2906997617	1
2018-01-15	167862232	1
2018-01-15	2423645009	1
2018-01-15	804016296778231808	1
2018-01-15	3044904061	1
2018-01-15	868746051574009857	1
2018-01-15	876953291057491968	1
2018-01-15	329955760	1
2018-01-15	108483475	1
2018-01-15	2342752717	1
2018-01-15	49246848	1
2018-01-15	796518797658226688	1
2018-01-15	2472972990	1
2018-01-15	825790426611347456	1
2018-01-15	755399855418159104	1
2018-01-15	248018674	1
2018-01-15	2655260198	1
2018-01-15	65524310	1
2018-01-15	113927252	1
2018-01-15	26386944	1
2018-01-15	711647914473480192	1
2018-01-15	893148325582585857	1
2018-01-15	2612704856	1
2018-01-15	799733113446432768	1
2018-01-15	1877544272	1
2018-01-15	793070773233524737	1
2018-01-15	27269916	1
2018-01-15	236179082	1
2018-01-15	19263978	1
2018-01-15	24177470	1
2018-01-15	205930763	1
2018-01-15	540368783	1
2018-01-15	26417015	1
2018-01-15	15726120	1
2018-01-15	398526695	1
2018-01-15	19243536	1
2018-01-15	18791769	1
2018-01-15	922254245797203969	1
2018-01-15	813426434819715073	1
2018-01-15	39925148	1
2018-01-15	49257796	1
2018-01-15	2756247951	1
2018-01-15	615854316	1
2018-01-15	946139955729960960	1
2018-01-15	3253872859	1
2018-01-15	942166811285454848	1
2018-01-15	938580304511623169	1
2018-01-15	833813999225622528	1
2018-01-15	867163658	1
2018-01-15	937801312418353153	1
2018-01-15	22226817	1
2018-01-15	18282134	1
2018-01-15	19321832	1
2018-01-15	756257202831233024	1
2018-01-15	13352162	1
2018-01-15	857761954018058241	1
2018-01-15	917599546108272640	1
2018-01-15	1102911816	1
2018-01-15	938344314	1
2018-01-15	2566781792	1
2018-01-15	1921081922	1
2018-01-15	3119299111	1
2018-01-15	1580368334	1
2018-01-15	322881819	1
2018-01-15	23098597	1
2018-01-15	823231874654879744	1
2018-01-15	6582712	1
2018-01-15	21547488	1
2018-01-15	41023496	1
2018-01-15	368142128	1
2018-01-15	894381284591624192	1
2018-01-15	4497263597	1
2018-01-15	499427044	1
2018-01-15	41615720	1
2018-01-15	324403260	1
2018-01-15	34797547	1
2018-01-15	709865306894643200	1
2018-01-15	2192772762	1
2018-01-15	129153358	1
2018-01-15	3285605748	1
2018-01-15	385116008	1
2018-01-15	3431921272	1
2018-01-15	244037318	1
2018-01-15	635126294	1
2018-01-15	3826716860	1
2018-01-15	43895582	1
2018-01-15	34462485	1
2018-01-15	798902352	1
2018-01-15	850412011771097089	1
2018-01-15	314246531	1
2018-01-15	4099649475	1
2018-01-15	327438452	1
2018-01-15	31628388	1
2018-01-15	48585224	1
2018-01-15	845775666389942276	1
2018-01-15	950053054837153793	1
2018-01-15	37723941	1
2018-01-15	1399181774	1
2018-01-15	395545019	1
2018-01-15	971661	1
2018-01-15	124895683	1
2018-01-15	23736901	1
2018-01-15	700445238	1
2018-01-15	10145862	1
2018-01-15	1576771369	1
2018-01-15	768857683457929221	1
2018-01-15	73840916	1
2018-01-15	104701452	1
2018-01-15	1704928634	1
2018-01-15	952884397119696896	1
2018-01-15	381555566	1
2018-01-15	2199699180	1
2018-01-15	441909446	1
